NAME,SHARES,PERCENTAGE
MAPLETREE DEXTRA PRIVATE LIMITED,"608,398,214",32.26
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"327,548,935",17.37
DBS NOMINEES PRIVATE LIMITED,"253,211,471",13.43
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"196,760,192",10.43
DBSN SERVICES PRIVATE LIMITED,"108,292,886",5.74
RAFFLES NOMINEES PRIVATE LIMITED,"86,182,377",4.57
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"19,416,292",1.03
DB NOMINEES SINGAPORE PRIVATE LIMITED,"13,500,267",0.72
MAPLETREE INDUSTRIAL TRUST MANAGEMENT LIMITED,"10,217,940",0.54
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"8,271,847",0.44
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"4,566,982",0.24
ABN AMRO CLEARING BANK NV,"3,380,741",0.18
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"3,124,805",0.17
CITIGROUP GLOBAL MARKETS SINGAPORE SECURITIES PRIVATE LIMITED,"3,039,512",0.16
UOB KAY HIAN PRIVATE LIMITED,"3,033,529",0.16
OCBC SECURITIES PRIVATE LIMITED,"2,573,219",0.14
SOCIETE GENERALE SINGAPORE BRANCH,"2,473,213",0.13
LAU SAM SIONG,"2,173,000",0.12
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"2,061,893",0.11
PHILLIP SECURITIES PRIVATE LIMITED,"1,833,303",0.1
