NAME,SHARES,PERCENTAGE
RAFFLES MEDICAL HOLDINGS PRIVATE LIMITED,"660,177,744",36.73
LOO CHOON YONG,"178,757,866",9.94
DBS NOMINEES PRIVATE LIMITED,"158,033,678",8.79
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"139,113,060",7.74
DBSN SERVICES PRIVATE LIMITED,"87,725,827",4.88
S & D HOLDINGS PRIVATE LIMITED,"58,414,828",3.25
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"51,525,459",2.87
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"36,802,548",2.05
RAFFLES NOMINEES PRIVATE LIMITED,"29,082,159",1.62
UOB NOMINEES (2006) PRIVATE LIMITED,"25,856,949",1.44
TAN TIANG LEE,"14,461,298",0.8
ASIAN MEDICAL FOUNDATION LIMITED,"13,773,554",0.77
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"13,416,415",0.75
YII HEE SENG,"9,250,680",0.51
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"8,878,913",0.49
PHILLIP SECURITIES PRIVATE LIMITED,"7,644,041",0.43
TAN SOO NAN @TAN SOO NAM,"4,536,000",0.25
CHIA TEO MENG,"3,614,407",0.2
OCBC SECURITIES PRIVATE LIMITED,"3,564,103",0.2
UOB KAY HIAN PRIVATE LIMITED,"3,544,381",0.2
