NAME,SHARES,PERCENTAGE
SINGTEL INTERACTIVE PRIVATE LIMITED,"965,999,999",24.79
DBS NOMINEES PRIVATE LIMITED,"891,741,377",22.88
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"852,122,403",21.87
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"266,399,445",6.84
RAFFLES NOMINEES PRIVATE LIMITED,"133,864,517",3.44
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"78,351,000",2.01
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"61,012,945",1.57
DBSN SERVICES PRIVATE LIMITED,"54,483,662",1.4
OCBC SECURITIES PRIVATE LIMITED ,"24,365,800",0.63
GUTHRIE VENTURE PRIVATE LIMITED,"17,000,000",0.44
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"15,650,000",0.4
NTUC FAIRPRICE CO-OPERATIVE LIMITED,"12,000,000",0.31
DB NOMINEES SINGAPORE PRIVATE LIMITED,"11,677,700",0.3
UOB KAY HIAN PRIVATE LIMITED ,"11,150,300",0.29
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"8,199,581",0.21
PHILLIP SECURITIES PRIVATE LIMITED,"6,140,100",0.16
OCBC NOMINEES SINGAPORE PRIVATE LIMITED ,"5,105,800",0.13
INDIA INTERNATIONAL INSURANCE PRIVATE LIMITED,"5,000,000",0.13
CHIN KIAM HSUNG,"4,700,000",0.12
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"4,666,500",0.12
