NAME,SHARES,PERCENTAGE
FAR EAST ORGANIZATION PRIVATE LIMITED,"268,548,739",61.42
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"16,686,811",3.82
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"13,316,797",3.05
ESTATE OF KHOO TECK PUAT DECEASED,"11,417,000",2.61
DBS NOMINEES PRIVATE LIMITED,"9,863,078",2.26
THE BANK OF EAST ASIA (NOMINEES) PRIVATE LIMITED,"8,479,962",1.94
DAIWA (MALAYA) PRIVATE LIMITED,"6,731,200",1.54
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"5,493,034",1.26
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"2,604,650",0.6
MORPH INVESTMENTS LIMITED,"2,235,000",0.51
TAN SU KIOK OR SIA LI WEI JOLIE (SHE LIWEI JOLIE),"2,207,330",0.5
UOB KAY HIAN PRIVATE LIMITED,"2,077,919",0.47
KHOO POH KOON,"1,796,375",0.41
OCBC SECURITIES PRIVATE LIMITED,"1,789,393",0.41
RAFFLES NOMINEES PRIVATE LIMITED,"1,747,798",0.4
HOTEL HOLDINGS PRIVATE LIMITED,"1,699,600",0.39
PHILLIP SECURITIES PRIVATE LIMITED,"1,644,803",0.38
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"1,362,339",0.31
HEXACON CONSTRUCTION PRIVATE LIMITED,"1,230,905",0.28
GOODWOOD PARK HOTEL PRIVATE LIMITED,"1,103,200",0.25
