NAME,SHARES,PERCENTAGE
HKSCC NOMINEES LIMITED,"983,991,228",37.75
TRIUMPH POWER LIMITED,"709,589,551",27.22
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"268,822,300",10.31
CHINA ENERGY CONSERVATION & ENVIRONMENTAL,"223,712,917",8.58
S I INFRASTRUCTURE HOLDINGS LIMITED,"165,418,475",6.35
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"95,312,754",3.66
DBSN SERVICES PRIVATE LIMITED,"26,132,322",1.0
DBS NOMINEES PRIVATE LIMITED,"21,823,666",0.84
RAFFLES NOMINEES PRIVATE LIMITED,"19,926,908",0.76
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"17,720,231",0.68
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"16,057,943",0.62
MERRILL LYNCH SINGAPORE PRIVATE LIMITED,"6,620,747",0.25
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"4,091,732",0.16
ABN AMRO CLEARING BANK NV,"3,970,363",0.15
PHILLIP SECURITIES PRIVATE LIMITED,"3,138,704",0.12
HUANG HANGUANG,"2,500,376",0.1
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"1,274,950",0.05
