NAME,SHARES,PERCENTAGE
DBS NOMINEES PRIVATE LIMITED,"444,032,941",30.66
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"430,238,861",29.71
INTERBEV INVESTMENT LIMITED,"412,423,822",28.48
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"45,780,697",3.16
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"10,232,075",0.71
UOB KAY HIAN PRIVATE LIMITED,"6,651,770",0.46
RAFFLES NOMINEES PRIVATE LIMITED,"5,029,581",0.35
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"3,137,220",0.22
PHAY THONG HUAT PRIVATE LIMITED,"1,799,000",0.12
DBSN SERVICES PRIVATE LIMITED,"1,307,146",0.09
PHILLIP SECURITIES PRIVATE LIMITED,"1,109,784",0.08
ESTATE OF CHUA ENG HIM DECEASED,"1,065,000",0.07
THE TITULAR ROMAN CATHOLIC ARCHBISHOP OF KUALA LUMPUR,"1,006,720",0.07
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"1,002,308",0.07
THE HONGKONG AND SHANGHAI BANKING CORPORATION LIMITED,"925,532",0.06
CHOO MEILEEN,"906,065",0.06
CHEE SWEE CHENG & COMPANY PRIVATE LIMITED,"846,610",0.06
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"733,604",0.05
THIA CHENG SONG,"730,000",0.05
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"729,160",0.05
